id,Prompt,text_clean,Num_unique,Gold_annotation,Copied from Resolved,Label_LLM,Annotation (MB) OLD,Annotation (MB), Annotation (TZ) OLD,Annotation (TZ),Annotation (KS) OLD,Annotation (KS),Agree_MB_TZ,Agree_MB_KS,Agree_TZ_KS
deepseek_VB1_234,VB1,This design helps in establishing the validity of scientific claims by minimizing bias and ensuring internal consistency within findings,2,partially_correct_incomplete,,1.0,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,False,False,True
deepseek_VB1_235,VB1,A controlled experiment is when you test an idea by changing just one thing to see what happens next.,1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_236,VB1,"In a controlled experiment, scientists set up their conditions so there are no other surprises affecting what they’re testing about.",1,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,True,True,True
deepseek_VB1_237,VB1,A controlled experiment should have no correlation or control over participants' expectations about the outcome,2,irrelevant,,contradictory,irrelevant,irrelevant,irrelevant,irrelevant,contradictory,contradictory,True,False,False
deepseek_VB1_238,VB1,Explaining how to use scientific tools,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_239,VB1,Variables must be measured objectively during a controlled experiment using standard or validated measurement tools for accurate results interpretation,2,irrelevant,,partially_correct_incomplete,irrelevant,irrelevant,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,False,True,False
deepseek_VB1_240,VB1,It sounds interesting but I don't really know yet,1,non_domain,,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,non_domain,True,True,True
deepseek_VB1_241,VB1,Discussing historical figures in science,2,contradictory,,irrelevant,contradictory,contradictory,contradictory,contradictory,non_domain,non_domain,True,False,False
deepseek_VB1_242,VB1,It’s like when we do science projects where you try different amounts of sugar until you find just the right amount everyone likes. That's a controlled experiment!,2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_243,VB1,"Identifying different types of plants or animals can be an exciting science project, but it doesn’t involve controlling experiments",2,irrelevant,,irrelevant,non_domain,non_domain,irrelevant,irrelevant,irrelevant,irrelevant,False,False,True
deepseek_VB1_244,VB1,You know how you can choose your team or position during a game? That's kind of like a controlled experiment too!,2,non_domain,F,non_domain,irrelevant,irrelevant,contradictory,non_domain,non_domain,non_domain,False,False,True
deepseek_VB1_245,VB1,"In science class, we do these experiments where we take notes sitting in different places; this way, we can see if changing spots helps us remember more about what the teacher says!",2,irrelevant,,irrelevant,irrelevant,irrelevant,contradictory,contradictory,irrelevant,irrelevant,False,True,False
deepseek_VB1_246,VB1,Does it have anything to do with experiments in a lab?,2,non_domain,,non_domain,irrelevant,irrelevant,non_domain,non_domain,non_domain,non_domain,False,False,True
deepseek_VB1_247,VB1,"The concept of ""controllability"" in an experiment refers only to how variables are manipulated, not their inherent nature or complexity",2,partially_correct_incomplete,F,contradictory,partially_correct_incomplete,partially_correct_incomplete,irrelevant,partially_correct_incomplete,contradictory,contradictory,True,False,False
deepseek_VB1_248,VB1,A controlled experiment is about setting up an easy change to test something like if it affects our results or not.,2,partially_correct_incomplete,,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,partially_correct_incomplete,irrelevant,irrelevant,True,False,False
deepseek_VB1_249,VB1,Imagine if you had the same seat during circle time every day; that's almost like an experiment too!,2,irrelevant,,non_domain,irrelevant,irrelevant,irrelevant,irrelevant,non_domain,non_domain,True,False,False
